subsample_index,phase_cycles,cross_sample_resultant_length
656,0.023693946694627852,0.5845469716341088
657,0.028085384573632414,0.5839270992487813
658,0.0018250760785263702,0.7825945468481467
659,0.10951209833358266,0.8195416442236959
660,0.976550766307957,0.6658715050754044
661,0.9792677471994627,0.7580495424869973
662,0.2693008383395765,0.4664174325460465
663,0.9315356946064933,0.6517989814078334
664,0.10582505920322097,0.5086055977947255
665,0.8542728296907123,0.652472047555374
666,0.34560637673454764,0.18009674025928027
667,0.8674426909802937,0.9266859747617827
668,0.961534046135098,0.7596973124766854
669,0.9518336254372753,0.538668462988508
670,0.6886435907982323,0.5120271465965541
671,0.8114217656030092,0.9719685998072712
672,0.9187975105252228,0.9160552975375481
673,0.928353139524989,0.8961122709920052
674,0.9339784952420289,0.9682128629966062
675,0.06568419118618846,0.9584250966639292
676,0.8907046088911038,0.7791202004849739
677,0.9767202599125644,0.8452865335585029
678,0.9953077137464561,0.9122712759952926
679,0.894076754579165,0.7694233337216994
680,0.031048293552406896,0.8098350289424393
681,0.022985536819693092,0.9177418808220269
682,0.09720448684752395,0.6516677881607456
683,0.8832411702950658,0.4791177876088794
684,0.5550963157729804,0.20818861088065396
685,0.8104674474849827,0.9429356135059324
686,0.8418813350321811,0.9122198793736755
687,0.8923665216022355,0.8983242038506839
688,0.9122643149824979,0.9463464936547781
689,0.9269514381648717,0.9137603538616272
690,0.004826184066641637,0.8775702984744108
691,0.9434504096833454,0.9902636618775821
692,0.9927927867947631,0.9692795861831404
693,0.08674984548807833,0.9363010759117083
694,0.9204624404397306,0.5829098429550904
695,0.9927648016113104,0.8332661891368651
696,0.975787871343261,0.9474076240654491
697,0.039097977975228376,0.9727007189698005
