K,final_state_bin_center,avg_probability,avg_probability_after_extra_iterations
0.6041524333826525,0.9107142857142856,0.054031746031746014,0.014158730158730152
0.6041524333826525,0.9464285714285714,0.03999999999999998,0.011111111111111106
0.6041524333826525,0.9821428571428571,0.029904761904761892,0.0073015873015872985
0.724982920059183,0.017857142857142856,0.018666666666666654,0.01669841269841269
0.724982920059183,0.05357142857142857,0.01942857142857142,0.018222222222222213
0.724982920059183,0.08928571428571427,0.020253968253968243,0.01828571428571428
0.724982920059183,0.125,0.0297142857142857,0.02387301587301586
0.724982920059183,0.1607142857142857,0.04158730158730157,0.026349206349206337
0.724982920059183,0.1964285714285714,0.07111111111111108,0.0356190476190476
0.724982920059183,0.23214285714285715,0.1179682539682539,0.052126984126984105
0.724982920059183,0.26785714285714285,0.09987301587301582,0.08577777777777773
0.724982920059183,0.30357142857142855,0.04285714285714284,0.14380952380952372
0.724982920059183,0.33928571428571425,0.017142857142857133,0.15479365079365073
0.724982920059183,0.375,0.008317460317460314,0.0792380952380952
0.724982920059183,0.4107142857142857,0.0132063492063492,0.04507936507936505
0.724982920059183,0.4464285714285714,0.03034920634920633,0.035301587301587285
0.724982920059183,0.4821428571428571,0.052825396825396796,0.027999999999999983
0.724982920059183,0.5178571428571428,0.0377142857142857,0.026793650793650783
0.724982920059183,0.5535714285714286,0.017460317460317454,0.020825396825396816
0.724982920059183,0.5892857142857142,0.008253968253968251,0.020317460317460307
0.724982920059183,0.625,0.006857142857142854,0.019492063492063488
0.724982920059183,0.6607142857142856,0.007047619047619045,0.01695238095238094
0.724982920059183,0.6964285714285714,0.010730158730158725,0.015428571428571422
0.724982920059183,0.7321428571428571,0.01688888888888888,0.01523809523809523
0.724982920059183,0.7678571428571428,0.03542857142857141,0.014412698412698405
0.724982920059183,0.8035714285714286,0.05606349206349204,0.014666666666666661
0.724982920059183,0.8392857142857142,0.06526984126984124,0.014285714285714275
0.724982920059183,0.875,0.05879365079365076,0.014666666666666658
0.724982920059183,0.9107142857142856,0.0441269841269841,0.013523809523809516
0.724982920059183,0.9464285714285714,0.029523809523809508,0.014793650793650788
0.724982920059183,0.9821428571428571,0.02253968253968253,0.015428571428571422
0.8458134067357135,0.017857142857142856,0.0257142857142857,0.01523809523809523
0.8458134067357135,0.05357142857142857,0.03142857142857141,0.014222222222222216
0.8458134067357135,0.08928571428571427,0.040952380952380935,0.013079365079365073
0.8458134067357135,0.125,0.05085714285714283,0.01523809523809523
0.8458134067357135,0.1607142857142857,0.05987301587301584,0.016253968253968243
0.8458134067357135,0.1964285714285714,0.0639365079365079,0.02184126984126983
0.8458134067357135,0.23214285714285715,0.05771428571428568,0.03155555555555554
0.8458134067357135,0.26785714285714285,0.049079365079365056,0.06704761904761902
0.8458134067357135,0.30357142857142855,0.03638095238095237,0.3394920634920633
