speed_mode,a,b_cycles_per_model_unit,drive_omega_rad_per_model_unit,mean_sync,std_sync,drive_lock,collective_drive_lock,frequency_error,sync_gain_vs_no_drive,sync_variability_change_vs_no_drive,drive_lock_gain_vs_no_drive,frequency_error_improvement_vs_no_drive
fast,0.794651883706396,0.6442953193867407,4.048226884255348,0.3768463639348624,0.19348127551047056,0.26755188568742194,0.5590696459347454,2.0567454768139473,0.0032453775655909567,0.04377623660757904,0.1928090269878928,0.26265381327175197
fast,0.794651883706396,0.6838180616771029,4.296555597913597,0.43411735782598104,0.19207805391573324,0.3428410582529112,0.6694644846912527,1.8004885073378,0.06051637145670957,0.042373015012841714,0.2802657884165767,0.27058206908964944
fast,0.794651883706396,0.723340803967465,4.544884311571845,0.5207525235834987,0.19046477281036034,0.5080800384313169,0.8941735896714595,1.42315556428685,0.1471515372142272,0.040759733907468815,0.38538930628275725,0.39958629848235105
fast,0.794651883706396,0.7628635462578272,4.793213025230094,0.5512264291711957,0.1524472971372512,0.596929891717805,0.9412802092793067,1.1727964659791024,0.17762544280192422,0.002742258234359668,0.5177132583322404,0.40161668313184995
fast,0.794651883706396,0.8023862885481894,5.041541738888343,0.587435823141852,0.17084924155385872,0.655998046693224,0.9178174394759987,0.9763809550371463,0.21383483677258058,0.021144202650967198,0.3833469808209322,0.3497034804155572
fast,0.794651883706396,0.8419090308385515,5.289870452546592,0.6149015643782663,0.11580177120850109,0.7572659761079006,0.9767506489408451,0.7178068960582931,0.2413005780089948,-0.033903267694390435,0.30979807344968613,0.36428780593018795
fast,0.794651883706396,0.8814317731289136,5.538199166204841,0.6843464114683776,0.10949949319101077,0.8234582206078295,0.9827072271864556,0.537895033950456,0.31074542509910613,-0.04020554571188076,0.40331786318714546,0.4492549452937378
fast,0.794651883706396,0.9209545154192758,5.7865278798630895,0.6915388245960312,0.12054664283839882,0.8271364303409003,0.9792538739635901,0.4952687799159278,0.31793783822675975,-0.029158396064492706,0.6440147921627332,0.46428912003290496
fast,0.794651883706396,0.9604772577096379,6.034856593521337,0.6917881166370521,0.11544450308253384,0.8144225491016828,0.9763592636677265,0.4588217704840961,0.3181871302677806,-0.03426053582035768,0.5577064640431183,0.4731440501693758
fast,0.794651883706396,1.0,6.283185307179586,0.5935267399402337,0.10193764185167567,0.8320206146575257,0.963885049261493,0.43492474714685664,0.21992575357096228,-0.047767397051215854,0.5353316021118893,0.47199059568069374
fast,0.794651883706396,1.0395227422903621,6.531514020837835,0.48884453505010494,0.09287684965887746,0.7068887213506025,0.9437405298776927,0.5208821472337967,0.11524354868083347,-0.05682818924401406,0.40711209652774194,0.45062261723170427
fast,0.794651883706396,1.0790454845807242,6.779842734496083,0.45283893024154775,0.16951751663539394,0.7023107778718453,0.9336973175900001,0.5512050067007941,0.07923794387227628,0.019812477732502415,0.4882390837169209,0.5129640886049485
fast,0.794651883706396,1.1185682268710866,7.028171448154334,0.46643188359244214,0.16702429292404786,0.6542312701113177,0.8461658333009521,0.6799135150348639,0.09283089722317067,0.017319254021156333,0.4906034513771137,0.5222159767476846
fast,0.794651883706396,1.1580909691614485,7.276500161812581,0.4527384630657929,0.19945006722513503,0.6304934970461327,0.677817901664852,0.8126072070510608,0.07913747669652144,0.049745028322243506,0.5359542032103424,0.5274826812082913
fast,0.794651883706396,1.1976137114518108,7.52482887547083,0.39446322638423154,0.20926749529442457,0.5126401911942746,0.6491681247705918,1.0403125676928602,0.020862240014960065,0.05956245639153304,0.38776987141064667,0.43773771704329767
fast,0.794651883706396,1.2371364537421727,7.773157589129077,0.4030880930765861,0.15917217811045484,0.46679362518984197,0.4342279821217643,1.2712815692674804,0.029487106707314636,0.009467139207563313,0.3015395509720887,0.3447291119454814
fast,0.794651883706396,1.276659196032535,8.021486302787327,0.4644216314549855,0.18488968267282613,0.4106299581114302,0.3757036539728423,1.5100273834442812,0.09082064508571402,0.035184643769934604,0.21361762553230798,0.2611023831120951
fast,0.794651883706396,1.3161819383228972,8.269815016445577,0.4109390599968249,0.1996530009066908,0.4030275721701003,0.617499254850222,1.685322892134732,0.037338073627553425,0.04994796200379928,0.2540236952429231,0.27895142948917173
fast,0.794651883706396,1.3557046806132593,8.518143730103825,0.428986637912674,0.1991325679914966,0.35966549720938934,0.5532316026241744,1.925667446858446,0.055385651543402525,0.049427529088605066,0.21643640757551802,0.23754649821157914
fast,0.794651883706396,1.3952274229036215,8.766472443762073,0.4285937007121734,0.19637870486858106,0.3612393161089962,0.6755767759795828,2.1145692954707522,0.05499271434290193,0.04667366596568953,0.2242378690997561,0.28427697395027396
fast,0.794651883706396,1.4347501651939836,9.014801157420322,0.3380303328227234,0.16188137461569807,0.27234625001847157,0.6136737299608535,2.4104387666288085,-0.03557065354654809,0.012176335712806546,0.2002078813157308,0.23673621645046738
fast,0.794651883706396,1.4742729074843457,9.26312987107857,0.3868759128423763,0.18537291142472534,0.2715183489696632,0.5462491678866741,2.6488867972832484,0.013274926473104853,0.035667872521833816,0.19872559043007607,0.246616899454275
fast,0.993314854632995,0.5257270925156543,3.303240743280602,0.36592916948871035,0.1549487472285218,0.1993797546606836,0.4160275197268043,2.838159992195226,-0.007671816880561122,0.005243708325630286,0.16166669857822435,0.22622543886521873
