curve,observable,ensemble_group,embedding_dimension,nn_distance_entropy_raw_bits,nn_distance_entropy_theiler_bits,nn_distance_entropy_theiler2_bits,theiler_sensitivity_bits,theiler_window,nearest_distance_mean_theiler,nearest_distance_cv_theiler,adjacent_neighbor_fraction_raw,n_points,raw_quality_status
rxn_26_54_5,cross_section_barn,reaction_cross_sections,7,2.4455106226676304,2.4343804875801203,2.775316298413344,0.34093581083322366,7,8.24732279414599,2.1282224384097277,1.0,82,sampling_geometry_dominated
rxn_26_54_5,cross_section_barn,reaction_cross_sections,8,2.5551915156582483,2.597815730709851,2.8942588728800818,0.2964431421702307,8,9.441114554189255,2.0306835041751254,1.0,81,sampling_geometry_dominated
rxn_26_54_5,cross_section_barn,reaction_cross_sections,9,2.666393994747165,2.8572287189138015,2.9827023074060603,0.12547358849225887,9,10.641983036419056,1.9379899905409639,1.0,80,sampling_geometry_dominated
rxn_26_54_5,cross_section_barn,reaction_cross_sections,10,2.7538012803894705,3.0375335580231564,3.070452990587773,0.03291943256461671,10,11.870009815321609,1.8474960705632926,1.0,79,sampling_geometry_dominated
rxn_27_59_41,cross_section_barn,reaction_cross_sections,2,3.418919237414083,3.69901541925223,3.4468520917488794,0.2521633275033506,2,0.8340140134380956,1.1651524048582507,0.9024390243902439,41,sampling_geometry_dominated
rxn_27_59_41,cross_section_barn,reaction_cross_sections,3,3.220481684613114,3.5414460711655216,3.047012012247795,0.49443405891772674,3,1.5730786157225936,1.169344196753204,0.95,40,sampling_geometry_dominated
rxn_27_59_41,cross_section_barn,reaction_cross_sections,4,3.279278348156415,3.529494375843949,3.052753556973424,0.4767408188705251,4,2.420566220157838,1.159637512884813,0.9743589743589743,39,sampling_geometry_dominated
rxn_27_59_607,cross_section_barn,reaction_cross_sections,2,2.8026249912482992,2.844970479035216,2.4718325765940534,0.3731379024411625,2,2.085732835684917,1.7533995530226858,0.7172413793103448,145,sampling_geometry_dominated
rxn_27_59_607,cross_section_barn,reaction_cross_sections,3,2.928294265135236,2.8637969313947496,2.5216976391655854,0.34209929222916413,3,4.16616180749082,1.7420426645139435,0.8125,144,sampling_geometry_dominated
rxn_27_59_607,cross_section_barn,reaction_cross_sections,4,3.087186363320979,2.8511810405564004,2.635830685500571,0.21535035505582956,4,6.6114926908780625,1.761903105012566,0.8601398601398601,143,sampling_geometry_dominated
